ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,pH_Safety,TDS_Range,Hardness_Level,Chloramine_Safe,Safe_Conductivity,Mineralization_Index,Organic_Contamination,Hardness_Turbidity_Interaction,Conductivity_TDS_Interaction,pH_Deviation,Turbidity_Deviation
7.085378435983544,204.8904554713363,9.942338917717066,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0,1,Low,Moderate,0,0,5610.547893981242,902.9474031425349,607.1181577608484,5610.547893981242,0.08537843598354389,2.0368646193683593
3.71608007538699,129.42292051494425,9.832585244483319,6.635245883862,334.5642895786881,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0,0,Low,Soft,0,0,5829.5958338995415,855.0761168312665,582.4880793369563,5829.5958338995415,3.28391992461301,0.4993437250575923
8.099124189298397,224.23625939355776,9.899004605743452,9.275883602694089,334.5642895786881,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,1,Low,Moderate,0,0,4143.784831118127,1120.416425408129,685.2511529792221,4143.784831118127,1.0991241892983972,1.9440662503358315
8.316765884214679,214.3733940856225,9.999679954012779,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0,1,Low,Moderate,0,1,3632.5488996516465,1849.9517373506117,992.2852504252946,3632.5488996516465,1.3167658842146786,0.3712294631629156
9.092223456290965,181.10150923612525,9.797014548232566,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0,0,Low,Moderate,0,1,3903.2365348751027,369.84174157294063,738.0023097964244,3903.2365348751027,2.0922234562909647,0.9249245745699657
5.584086638456089,188.3133237696164,10.266382184915942,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0,0,Low,Moderate,0,1,2879.39081558006,461.29546647732434,482.0271642116022,2879.39081558006,1.415913361543911,2.4402917724434783
10.223862164528772,248.07173527013992,10.266417969168073,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0,0,Low,Moderate,0,1,2912.0862272288114,1166.6572624184635,663.0929543289502,2912.0862272288114,3.2238621645287715,2.327011263065221
8.635848718500734,203.3615225845705,9.523185075608263,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0,0,Low,Moderate,0,0,4519.776441085511,776.4267810062657,895.0804316743532,4519.776441085511,1.6358487185007338,0.598575284554518
7.085378435983544,118.98857909025187,9.567076183858141,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0,1,Low,Soft,0,1,3725.185702823232,685.2225551452104,427.76598616718957,3725.185702823232,0.08537843598354389,1.4049828190423845
11.180284470721592,227.23146923797455,10.145865275134947,9.077200016914391,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0,0,Low,Moderate,0,0,5721.106125711791,1290.3825694479224,993.129210261796,5721.106125711791,4.180284470721592,0.6294380633445034
7.360640105838258,165.52079725952862,10.387567099878469,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0,1,Low,Moderate,0,0,4418.698813184086,1227.3056980472777,606.1854556947591,4418.698813184086,0.36064010583825823,1.3377082171475432
7.974521648923869,218.69330048866644,9.83994355972133,8.110384501123875,334.5642895786881,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0,1,Low,Moderate,0,1,3582.706037940969,1111.01489524432,877.3358737429776,3582.706037940969,0.9745216489238686,0.988281891660213
7.119824384264552,156.70499334039215,9.837978622215445,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,1,Low,Moderate,1,1,3420.813004826063,1266.4105032984262,539.967206028273,3420.813004826063,0.11982438426455211,1.554243776678101
7.085378435983544,150.1749233951362,10.215826698968538,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0,1,Low,Moderate,0,1,3879.5810914624067,1482.0603708090123,662.8682347963648,3879.5810914624067,0.08537843598354389,0.5860258170250976
7.49623220797336,205.34498215818516,10.253757197311202,5.072557773840631,334.5642895786881,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0,1,Low,Moderate,0,0,4559.285481732465,929.9530832351542,981.0114908003741,4559.285481732465,0.4962322079733603,0.22261766277462236
6.347271760539316,186.73288066057611,10.622941524260886,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0,0,Low,Moderate,0,0,5489.333666610978,866.3100371827882,817.2081230948864,5489.333666610978,0.6527282394606839,0.6236517093081018
7.051785800016845,211.04940606054575,10.341148784255969,10.094796011661426,334.5642895786881,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,1,Low,Moderate,0,1,3258.9227326323003,1155.5239998123695,900.8493751883744,3258.9227326323003,0.05178580001684541,0.7315711424938138
9.181560007151536,273.81380665980095,10.087571151024973,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0,0,Low,Hard,0,0,4821.603208170399,956.6240592007947,1233.1645065063153,4821.603208170399,2.1815600071515355,0.49633920382087826
8.975464347533963,279.3571667700924,9.87618819957397,6.204320858892474,334.5642895786881,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0,0,Low,Hard,0,0,4261.022042719795,822.5765474865094,680.5379685171293,4261.022042719795,1.975464347533963,2.5639144096947266
7.371050302429531,214.49661045715655,10.151570321621385,4.432669290372123,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0,1,Low,Moderate,0,0,4770.370614494635,785.5414349195729,549.1754889197463,4770.370614494635,0.37105030242953063,2.4397008523850854
7.085378435983544,227.435048351156,10.012636416949116,10.33391788821868,334.5642895786881,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0,1,Low,Moderate,0,0,5555.211802549693,741.1782177901988,940.0851787981916,5555.211802549693,0.08537843598354389,0.8665773564208301
6.660212026118103,168.28374685651832,10.339978463700257,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0,1,Low,Moderate,0,0,5414.749938217736,1377.8429358478065,631.0137744447807,5414.749938217736,0.3397879738818972,1.2502987589003824
7.085378435983544,215.97785868806776,9.747314575750718,5.607060453087125,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0,1,Low,Moderate,0,0,4252.326358271136,849.2930698744312,1179.077331523872,4252.326358271136,0.08537843598354389,0.4592509560287308
3.902475685915096,196.9032467083208,9.960269511310395,6.996311586298768,334.5642895786881,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0,0,Low,Moderate,0,0,4427.129461854772,1497.8304448144331,891.680821699088,4427.129461854772,3.097524314084904,0.4714773036730886
5.400301780729467,140.7390622511396,9.756586811223464,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,0,Low,Soft,0,0,4613.636946688571,640.8472395122624,679.0359120579425,4613.636946688571,1.5996982192705334,0.1752136102324764
6.514415093251676,198.7673512594561,9.962685409769762,8.67093691991312,323.5963490101317,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0,1,Low,Moderate,0,0,4117.482737094223,1189.7328233261992,1033.766150868641,4117.482737094223,0.4855849067483238,0.20088507653975718
3.4450618643852127,207.92626018799376,10.417082398818499,8.782147480773485,384.0070058017212,441.7858756739387,13.80590221127079,30.284597198002704,4.184396969028851,0,0,Low,Moderate,0,0,4602.119869529604,418.1061874233507,870.0460129121454,4602.119869529604,3.5549381356147873,0.8156030309711486
7.085378435983544,145.76818060217258,9.489935001972727,7.906444720606137,304.0019927974152,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0,1,Low,Soft,0,1,2837.4019912808635,630.5805414031015,583.7827778122811,2837.4019912808635,0.08537843598354389,0.9951288724284169
